author_a,author_b,shared_works,weight
person:ellen lesser,person:jan drugowitsch,1,1
person:ellen lesser,person:rachel wilson,1,1
person:jessica jones,person:sara pierce lundgren,1,1
person:jessica jones,person:su yee lee,1,1
person:jessica jones,person:yichen luo,1,1
person:jessica jones,person:theresa mckim,1,1
person:dimitrios giakoumas,person:jessica jones,1,1
person:benjamin gorko,person:jessica jones,1,1
person:jessica jones,person:justin ellis joyce,1,1
person:jessica jones,person:jingjing zhang,1,1
person:emily kophs,person:jessica jones,1,1
person:jessica jones,person:tjalda falt,1,1
person:alexa negron morales,person:jessica jones,1,1
person:austin burke,person:jessica jones,1,1
person:james hebditch,person:jessica jones,1,1
person:jessica jones,person:k willie,1,1
person:jessica jones,person:ryan willie,1,1
person:jessica jones,person:s popovych,1,1
person:jessica jones,person:n kemnitz,1,1
person:dodam ih,person:jessica jones,1,1
person:jessica jones,person:kea joo lee,1,1
person:jessica jones,person:rongwen lu,1,1
person:akhilesh halageri,person:jessica jones,1,1
person:j bae,person:jessica jones,1,1
person:benjamin jourdan,person:jessica jones,1,1
person:gregory schwartzman,person:jessica jones,1,1
person:damian demarest,person:jessica jones,1,1
person:emil behnke,person:jessica jones,1,1
person:doug bland,person:jessica jones,1,1
person:anne kristiansen,person:jessica jones,1,1
person:jaime skelton,person:jessica jones,1,1
person:jessica jones,person:thomas stocks,1,1
person:dustin garner,person:jessica jones,1,1
person:a hernandez,person:jessica jones,1,1
person:jessica jones,person:sandeep kumar,1,1
person:jessica jones,person:kevin daly,1,1
person:jessica jones,person:sven dorkenwald,1,1
person:f collman,person:jessica jones,1,1
person:jessica jones,person:marie suver,1,1
person:jessica jones,person:lisa fenk,1,1
person:jessica jones,person:michael pankratz,1,1
person:jessica jones,person:zepeng yao,1,1
person:fangfang wang,person:jessica jones,1,1
person:jessica jones,person:stephen huston,1,1
person:jessica jones,person:tomke sturner,1,1
person:g jefferis,person:jessica jones,1,1
person:jessica jones,person:k eichler,1,1
person:a seeds,person:jessica jones,1,1
person:jessica jones,person:stefanie hampel,1,1
person:jessica jones,person:s agrawal,1,1
person:jessica jones,person:tatsuo okubo,1,1
person:jessica jones,person:meet zandawala,1,1
person:jessica jones,person:t macrina,1,1
person:diane adjavon,person:jessica jones,1,1
person:jan funke,person:jessica jones,1,1
person:anthony azevedo,person:jessica jones,1,1
person:h sebastian seung,person:jessica jones,1,1
person:benjamin de bivort,person:jessica jones,1,1
person:jessica jones,person:m murthy,1,1
person:jan drugowitsch,person:jessica jones,1,1
person:jessica jones,person:rachel wilson,1,1
person:jessica jones,person:w lee,1,1
person:sara pierce lundgren,person:su yee lee,1,1
person:sara pierce lundgren,person:yichen luo,1,1
person:andrew cook,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:theresa mckim,1,1
person:dimitrios giakoumas,person:sara pierce lundgren,1,1
person:benjamin gorko,person:sara pierce lundgren,1,1
person:justin ellis joyce,person:sara pierce lundgren,1,1
person:jingjing zhang,person:sara pierce lundgren,1,1
person:emily kophs,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:tjalda falt,1,1
person:alexa negron morales,person:sara pierce lundgren,1,1
person:austin burke,person:sara pierce lundgren,1,1
person:james hebditch,person:sara pierce lundgren,1,1
person:k willie,person:sara pierce lundgren,1,1
person:ryan willie,person:sara pierce lundgren,1,1
person:s popovych,person:sara pierce lundgren,1,1
person:n kemnitz,person:sara pierce lundgren,1,1
person:dodam ih,person:sara pierce lundgren,1,1
person:kea joo lee,person:sara pierce lundgren,1,1
person:rongwen lu,person:sara pierce lundgren,1,1
person:akhilesh halageri,person:sara pierce lundgren,1,1
person:j bae,person:sara pierce lundgren,1,1
person:benjamin jourdan,person:sara pierce lundgren,1,1
person:gregory schwartzman,person:sara pierce lundgren,1,1
person:damian demarest,person:sara pierce lundgren,1,1
person:emil behnke,person:sara pierce lundgren,1,1
person:doug bland,person:sara pierce lundgren,1,1
person:anne kristiansen,person:sara pierce lundgren,1,1
person:jaime skelton,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:thomas stocks,1,1
person:dustin garner,person:sara pierce lundgren,1,1
person:a hernandez,person:sara pierce lundgren,1,1
person:sandeep kumar,person:sara pierce lundgren,1,1
person:kevin daly,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:sven dorkenwald,1,1
person:f collman,person:sara pierce lundgren,1,1
person:marie suver,person:sara pierce lundgren,1,1
person:lisa fenk,person:sara pierce lundgren,1,1
person:michael pankratz,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:zepeng yao,1,1
person:fangfang wang,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:stephen huston,1,1
person:sara pierce lundgren,person:tomke sturner,1,1
person:g jefferis,person:sara pierce lundgren,1,1
person:k eichler,person:sara pierce lundgren,1,1
person:a seeds,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:stefanie hampel,1,1
person:s agrawal,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:tatsuo okubo,1,1
person:meet zandawala,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:t macrina,1,1
person:diane adjavon,person:sara pierce lundgren,1,1
person:jan funke,person:sara pierce lundgren,1,1
person:john tuthill,person:sara pierce lundgren,1,1
person:anthony azevedo,person:sara pierce lundgren,1,1
person:h sebastian seung,person:sara pierce lundgren,1,1
person:benjamin de bivort,person:sara pierce lundgren,1,1
person:m murthy,person:sara pierce lundgren,1,1
person:jan drugowitsch,person:sara pierce lundgren,1,1
person:rachel wilson,person:sara pierce lundgren,1,1
person:sara pierce lundgren,person:w lee,1,1
person:su yee lee,person:yichen luo,1,1
person:su yee lee,person:theresa mckim,1,1
person:dimitrios giakoumas,person:su yee lee,1,1
person:benjamin gorko,person:su yee lee,1,1
person:justin ellis joyce,person:su yee lee,1,1
person:jingjing zhang,person:su yee lee,1,1
person:emily kophs,person:su yee lee,1,1
person:su yee lee,person:tjalda falt,1,1
person:alexa negron morales,person:su yee lee,1,1
person:austin burke,person:su yee lee,1,1
person:james hebditch,person:su yee lee,1,1
person:k willie,person:su yee lee,1,1
person:ryan willie,person:su yee lee,1,1
person:s popovych,person:su yee lee,1,1
person:j bae,person:su yee lee,1,1
person:benjamin jourdan,person:su yee lee,1,1
person:gregory schwartzman,person:su yee lee,1,1
person:damian demarest,person:su yee lee,1,1
person:emil behnke,person:su yee lee,1,1
person:doug bland,person:su yee lee,1,1
person:anne kristiansen,person:su yee lee,1,1
person:jaime skelton,person:su yee lee,1,1
person:su yee lee,person:thomas stocks,1,1
person:dustin garner,person:su yee lee,1,1
person:a hernandez,person:su yee lee,1,1
person:sandeep kumar,person:su yee lee,1,1
person:kevin daly,person:su yee lee,1,1
person:marie suver,person:su yee lee,1,1
person:lisa fenk,person:su yee lee,1,1
person:michael pankratz,person:su yee lee,1,1
person:su yee lee,person:zepeng yao,1,1
person:fangfang wang,person:su yee lee,1,1
person:stephen huston,person:su yee lee,1,1
person:su yee lee,person:tomke sturner,1,1
person:g jefferis,person:su yee lee,1,1
person:k eichler,person:su yee lee,1,1
person:a seeds,person:su yee lee,1,1
person:stefanie hampel,person:su yee lee,1,1
person:su yee lee,person:tatsuo okubo,1,1
person:meet zandawala,person:su yee lee,1,1
person:diane adjavon,person:su yee lee,1,1
person:jan funke,person:su yee lee,1,1
person:benjamin de bivort,person:su yee lee,1,1
person:m murthy,person:su yee lee,1,1
person:jan drugowitsch,person:su yee lee,1,1
person:rachel wilson,person:su yee lee,1,1
person:theresa mckim,person:yichen luo,1,1
person:dimitrios giakoumas,person:yichen luo,1,1
person:benjamin gorko,person:yichen luo,1,1
person:justin ellis joyce,person:yichen luo,1,1
person:jingjing zhang,person:yichen luo,1,1
person:emily kophs,person:yichen luo,1,1
person:tjalda falt,person:yichen luo,1,1
person:alexa negron morales,person:yichen luo,1,1
person:austin burke,person:yichen luo,1,1
person:james hebditch,person:yichen luo,1,1
person:k willie,person:yichen luo,1,1
person:ryan willie,person:yichen luo,1,1
person:s popovych,person:yichen luo,1,1
person:n kemnitz,person:yichen luo,1,1
person:dodam ih,person:yichen luo,1,1
person:kea joo lee,person:yichen luo,1,1
person:rongwen lu,person:yichen luo,1,1
person:akhilesh halageri,person:yichen luo,1,1
person:j bae,person:yichen luo,1,1
person:benjamin jourdan,person:yichen luo,1,1
person:gregory schwartzman,person:yichen luo,1,1
person:damian demarest,person:yichen luo,1,1
person:emil behnke,person:yichen luo,1,1
person:doug bland,person:yichen luo,1,1
person:anne kristiansen,person:yichen luo,1,1
person:jaime skelton,person:yichen luo,1,1
person:thomas stocks,person:yichen luo,1,1
person:dustin garner,person:yichen luo,1,1
person:a hernandez,person:yichen luo,1,1
person:sandeep kumar,person:yichen luo,1,1
person:kevin daly,person:yichen luo,1,1
person:sven dorkenwald,person:yichen luo,1,1
person:f collman,person:yichen luo,1,1
person:marie suver,person:yichen luo,1,1
person:lisa fenk,person:yichen luo,1,1
person:michael pankratz,person:yichen luo,1,1
person:yichen luo,person:zepeng yao,1,1
person:fangfang wang,person:yichen luo,1,1
person:stephen huston,person:yichen luo,1,1
person:tomke sturner,person:yichen luo,1,1
person:g jefferis,person:yichen luo,1,1
person:k eichler,person:yichen luo,1,1
person:a seeds,person:yichen luo,1,1
person:stefanie hampel,person:yichen luo,1,1
person:tatsuo okubo,person:yichen luo,1,1
person:meet zandawala,person:yichen luo,1,1
person:t macrina,person:yichen luo,1,1
person:diane adjavon,person:yichen luo,1,1
person:jan funke,person:yichen luo,1,1
person:anthony azevedo,person:yichen luo,1,1
person:h sebastian seung,person:yichen luo,1,1
person:benjamin de bivort,person:yichen luo,1,1
person:m murthy,person:yichen luo,1,1
person:jan drugowitsch,person:yichen luo,1,1
person:rachel wilson,person:yichen luo,1,1
person:w lee,person:yichen luo,1,1
person:andrew cook,person:theresa mckim,1,1
person:andrew cook,person:dimitrios giakoumas,1,1
person:andrew cook,person:benjamin gorko,1,1
person:andrew cook,person:justin ellis joyce,1,1
person:andrew cook,person:jingjing zhang,1,1
person:andrew cook,person:emily kophs,1,1
person:andrew cook,person:tjalda falt,1,1
person:alexa negron morales,person:andrew cook,1,1
person:andrew cook,person:austin burke,1,1
person:andrew cook,person:james hebditch,1,1
person:andrew cook,person:k willie,1,1
person:andrew cook,person:ryan willie,1,1
person:andrew cook,person:s popovych,1,1
person:andrew cook,person:j bae,1,1
person:andrew cook,person:benjamin jourdan,1,1
person:andrew cook,person:gregory schwartzman,1,1
person:andrew cook,person:damian demarest,1,1
person:andrew cook,person:emil behnke,1,1
person:andrew cook,person:doug bland,1,1
person:andrew cook,person:anne kristiansen,1,1
person:andrew cook,person:jaime skelton,1,1
person:andrew cook,person:thomas stocks,1,1
person:andrew cook,person:dustin garner,1,1
person:a hernandez,person:andrew cook,1,1
person:andrew cook,person:sandeep kumar,1,1
person:andrew cook,person:kevin daly,1,1
person:andrew cook,person:marie suver,1,1
person:andrew cook,person:lisa fenk,1,1
person:andrew cook,person:michael pankratz,1,1
person:andrew cook,person:zepeng yao,1,1
person:andrew cook,person:fangfang wang,1,1
person:andrew cook,person:stephen huston,1,1
person:andrew cook,person:tomke sturner,1,1
person:andrew cook,person:g jefferis,1,1
person:andrew cook,person:k eichler,1,1
person:a seeds,person:andrew cook,1,1
person:andrew cook,person:stefanie hampel,1,1
person:andrew cook,person:tatsuo okubo,1,1
person:andrew cook,person:meet zandawala,1,1
person:andrew cook,person:diane adjavon,1,1
person:andrew cook,person:jan funke,1,1
person:andrew cook,person:benjamin de bivort,1,1
person:andrew cook,person:m murthy,1,1
person:andrew cook,person:jan drugowitsch,1,1
person:andrew cook,person:rachel wilson,1,1
person:dimitrios giakoumas,person:theresa mckim,1,1
person:benjamin gorko,person:theresa mckim,1,1
person:justin ellis joyce,person:theresa mckim,1,1
person:jingjing zhang,person:theresa mckim,1,1
person:emily kophs,person:theresa mckim,1,1
person:theresa mckim,person:tjalda falt,1,1
person:alexa negron morales,person:theresa mckim,1,1
person:austin burke,person:theresa mckim,1,1
person:james hebditch,person:theresa mckim,1,1
person:k willie,person:theresa mckim,1,1
person:ryan willie,person:theresa mckim,1,1
person:s popovych,person:theresa mckim,1,1
person:n kemnitz,person:theresa mckim,1,1
person:dodam ih,person:theresa mckim,1,1
person:kea joo lee,person:theresa mckim,1,1
person:rongwen lu,person:theresa mckim,1,1
person:akhilesh halageri,person:theresa mckim,1,1
person:j bae,person:theresa mckim,1,1
person:benjamin jourdan,person:theresa mckim,1,1
person:gregory schwartzman,person:theresa mckim,1,1
person:damian demarest,person:theresa mckim,1,1
person:emil behnke,person:theresa mckim,1,1
person:doug bland,person:theresa mckim,1,1
person:anne kristiansen,person:theresa mckim,1,1
person:jaime skelton,person:theresa mckim,1,1
person:theresa mckim,person:thomas stocks,1,1
person:dustin garner,person:theresa mckim,1,1
person:a hernandez,person:theresa mckim,1,1
person:sandeep kumar,person:theresa mckim,1,1
person:kevin daly,person:theresa mckim,1,1
person:sven dorkenwald,person:theresa mckim,1,1
person:f collman,person:theresa mckim,1,1
person:marie suver,person:theresa mckim,1,1
person:lisa fenk,person:theresa mckim,1,1
person:michael pankratz,person:theresa mckim,1,1
person:theresa mckim,person:zepeng yao,1,1
person:fangfang wang,person:theresa mckim,1,1
person:stephen huston,person:theresa mckim,1,1
person:theresa mckim,person:tomke sturner,1,1
person:g jefferis,person:theresa mckim,1,1
person:k eichler,person:theresa mckim,1,1
person:a seeds,person:theresa mckim,1,1
person:stefanie hampel,person:theresa mckim,1,1
person:s agrawal,person:theresa mckim,1,1
person:tatsuo okubo,person:theresa mckim,1,1
person:t macrina,person:theresa mckim,1,1
person:diane adjavon,person:theresa mckim,1,1
person:jan funke,person:theresa mckim,1,1
person:john tuthill,person:theresa mckim,1,1
person:anthony azevedo,person:theresa mckim,1,1
person:h sebastian seung,person:theresa mckim,1,1
person:benjamin de bivort,person:theresa mckim,1,1
person:m murthy,person:theresa mckim,1,1
person:jan drugowitsch,person:theresa mckim,1,1
person:rachel wilson,person:theresa mckim,1,1
person:theresa mckim,person:w lee,1,1
person:benjamin gorko,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:justin ellis joyce,1,1
person:dimitrios giakoumas,person:jingjing zhang,1,1
person:dimitrios giakoumas,person:emily kophs,1,1
person:dimitrios giakoumas,person:tjalda falt,1,1
person:alexa negron morales,person:dimitrios giakoumas,1,1
person:austin burke,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:james hebditch,1,1
person:dimitrios giakoumas,person:k willie,1,1
person:dimitrios giakoumas,person:ryan willie,1,1
person:dimitrios giakoumas,person:s popovych,1,1
person:dimitrios giakoumas,person:n kemnitz,1,1
person:dimitrios giakoumas,person:dodam ih,1,1
person:dimitrios giakoumas,person:kea joo lee,1,1
person:dimitrios giakoumas,person:rongwen lu,1,1
person:akhilesh halageri,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:j bae,1,1
person:benjamin jourdan,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:gregory schwartzman,1,1
person:damian demarest,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:emil behnke,1,1
person:dimitrios giakoumas,person:doug bland,1,1
person:anne kristiansen,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:jaime skelton,1,1
person:dimitrios giakoumas,person:thomas stocks,1,1
person:dimitrios giakoumas,person:dustin garner,1,1
person:a hernandez,person:dimitrios giakoumas,1,1
person:dimitrios giakoumas,person:sandeep kumar,1,1
